frame,throttle,steer,brake
58573,0.0,0.0,0.0
58574,0.0,0.0,0.0
58575,0.699999988079071,0.0005237417062744498,0.0
58576,0.699999988079071,0.0005240325699560344,0.0
58577,0.699999988079071,0.0005242652841843665,0.0
58578,0.699999988079071,0.0005245561478659511,0.0
58579,0.699999988079071,0.0005243686027824879,0.0
58580,0.699999988079071,0.0005246591754257679,0.0
58582,0.699999988079071,0.0005251821712590754,0.0
58583,0.699999988079071,0.0005254727439023554,0.0
58584,0.699999988079071,0.0005257633165456355,0.0
58585,0.699999988079071,0.0005254592397250235,0.0
58586,0.699999988079071,0.0005268806708045304,0.0
58587,0.699999988079071,0.0005265767686069012,0.0
58588,0.699999988079071,0.0005268673412501812,0.0
58589,0.699999988079071,0.0005266793305054307,0.0
58590,0.699999988079071,0.0005279848119243979,0.0
58591,0.699999988079071,0.0005284501821734011,0.0
58592,0.699999988079071,0.0005292777204886079,0.0
58593,0.699999988079071,0.0005284956423565745,0.0
58594,0.699999988079071,0.0005298013566061854,0.0
58595,0.699999988079071,0.0005296141025610268,0.0
58596,0.699999988079071,0.0005299049662426114,0.0
58597,0.699999988079071,0.0005296592134982347,0.0
58598,0.699999988079071,0.0005297754541970789,0.0
58599,0.699999988079071,0.0005310811102390289,0.0
58600,0.699999988079071,0.0005308357067406178,0.0
58601,0.699999988079071,0.0005311265704222023,0.0
58602,0.699999988079071,0.0005321286153048277,0.0
58603,0.699999988079071,0.0005324197700247169,0.0
58604,0.699999988079071,0.0005326527170836926,0.0
58605,0.699999988079071,0.000531157071236521,0.0
58606,0.699999988079071,0.000533234910108149,0.0
58607,0.699999988079071,0.0005330475978553295,0.0
58608,0.699999988079071,0.0005333384615369141,0.0
58609,0.699999988079071,0.0005341077339835465,0.0
58610,0.699999988079071,0.0005338622722774744,0.0
58611,0.699999988079071,0.0005346897523850203,0.0
58612,0.699999988079071,0.0005350391729734838,0.0
58613,0.699999988079071,0.0005353885935619473,0.0
58614,0.699999988079071,0.0005356797482818365,0.0
58615,0.699999988079071,0.0005360291688703001,0.0
58616,0.699999988079071,0.0005363785312511027,0.0
58617,0.699999988079071,0.0005368444253690541,0.0
58618,0.699999988079071,0.000535406987182796,0.0
58619,0.699999988079071,0.000536948093213141,0.0
